Tarih,Sicaklik,Nem,ToprakNemi,IsikSuresi,Durum
2025-12-18T16:10:37.092583400,35,00,34,00,1,00,400,00,SULANDI
2025-12-18 16:13,35,00,45,00,90,00,400,00,DURDURULDU
2025-12-18 16:13,35,00,45,00,90,00,400,00,DURDURULDU
2025-12-18T16:16:37.101161200,35,00,45,00,34,00,490,00,SULAMA DURDURULDU
2025-12-18T16:19:41.478678600,30,00,35,00,20,00,12,00,SULAMA BAŞLATILDI
2025-12-18T16:20:03.533221200,30,00,45,00,20,00,12,00,SULAMA BAŞLATILDI
2025-12-18T16:20:12.816815100,30,00,45,00,40,00,12,00,SULAMA DURDURULDU
2025-12-18T16:37:31.030987200,30,00,45,00,40,00,25,00,SULAMA DURDURULDU
2025-12-18T16:37:45.793133800,30,00,45,00,40,00,25,00,SULAMA DURDURULDU
2025-12-18T16:38:47.254194500,30,00,45,00,20,00,25,00,SULAMA BAŞLATILDI
2025-12-18T17:11:57.778840900,35,00,20,00,25,00,30,00,SULAMA BAŞLATILDI
2025-12-18T17:12:13.650094300,35,00,20,00,50,00,30,00,SULAMA DURDURULDU
2025-12-18T17:13:34.023486700,35,00,20,00,50,00,30,00,SULAMA DURDURULDU
2025-12-18T17:16:56.012055,30,00,20,00,30,00,12,00,SULAMA BAŞLATILDI
2025-12-18T17:17:06.281465600,30,00,20,00,40,00,12,00,SULAMA DURDURULDU
2025-12-18T17:20:07.767815,45,00,23,00,30,00,20,00,SULAMA BAŞLATILDI
2025-12-18T17:20:15.391928300,45,00,23,00,39,00,20,00,SULAMA BAŞLATILDI
2025-12-18T17:20:53.610590800,20,00,23,00,39,00,20,00,SULAMA DURDURULDU
2025-12-18T17:41:11.095931700,32,00,34,00,34,00,12,00,SULAMA BAŞLATILDI
2025-12-18T17:41:17.239147800,45,00,34,00,34,00,12,00,SULAMA BAŞLATILDI
2025-12-18T17:44:50.821404600,45,00,34,00,30,00,10,00,SULAMA BAŞLATILDI
2025-12-18T17:44:57.378330600,45,00,34,00,40,00,10,00,SULAMA BAŞLATILDI
2025-12-18T17:45:24.608033800,30,00,34,00,40,00,10,00,SULAMA DURDURULDU
2025-12-18T17:50:58.447076900,70,00,50,00,80,00,40,00,SULAMA BAŞLATILDI
2025-12-18T20:46:23.408434500,35,00,25,00,34,00,10,00,SULAMA BAŞLATILDI
2025-12-18T20:46:50.177119500,50,00,35,00,35,00,24,00,SULAMA BAŞLATILDI
2025-12-18T20:47:09.439957300,45,00,34,00,34,00,12,00,SULAMA BAŞLATILDI
2025-12-18T20:50:18.818642100,45,00,40,00,34,00,12,00,SULAMA BAŞLATILDI
2025-12-18T22:01:35.025322300,45,00,45,00,25,00,12,00,SULAMA BAŞLATILDI
2025-12-18T22:02:17.242325500,25,00,45,00,25,00,12,00,SULAMA BAŞLATILDI
2025-12-18T23:54:37.237682400,35,00,45,00,34,00,12,00,SULAMA BAŞLATILDI
2025-12-19T10:08:38.632354600,32,00,45,00,25,00,12,00,SULAMA BAŞLATILDI
